transaction_id,transaction_date,branch_id,product_id,quantity,unit_price,discount_pct,revenue,cost
TRX0000083,2023-01-05,BR008,PD019,34.0,2500,0.0,85000.0,61200
TRX0000084,2023-01-05,BR005,PD007,24.0,3300,0.0,79200.0,64800
TRX0000085,2023-01-05,BR002,PD006,12.0,3500,0.0,42000.0,33600
TRX0000086,2023-01-05,BR005,PD019,38.0,2500,0.15,80750.0,68400
TRX0000087,2023-01-05,BR006,PD009,1.0,2000,0.0,2000.0,1500
TRX0000088,2023-01-05,BR001,PD019,21.0,2500,0.0,52500.0,37800
TRX0000089,2023-01-05,BR002,PD021,5.0,3000,0.05,14250.0,11000
TRX0000090,2023-01-06,BR002,PD022,6.0,45000,0.05,256500.0,228000
TRX0000091,2023-01-06,BR008,PD015,95.0,1800,0.05,162450.0,114000
TRX0000092,2023-01-06,BR006,PD014,9.0,3300,0.1,26730.0,24300
TRX0000093,2023-01-06,BR001,PD022,14.0,45000,0.0,630000.0,532000
TRX0000094,2023-01-06,BR002,PD019,6.0,2500,0.0,15000.0,10800
TRX0000095,2023-01-06,BR001,PD006,29.0,3500,0.0,101500.0,81200
TRX0000096,2023-01-06,BR001,PD005,29.0,24000,0.0,696000.0,565500
TRX0000097,2023-01-06,BR001,PD010,28.0,6500,0.05,172900.0,134400
TRX0000098,2023-01-06, BR007 ,PD009,4.0,2000,0.15,6800.0,6000
TRX0000099,2023-01-06,BR004,PD024,35.0,92000,0.05,3059000.0,2730000
TRX0000100,2023-01-06,BR008,PD011,33.0,20000,0.1,594000.0,544500
TRX0000101,2023-01-06,BR007,PD013,34.0,14500,0.05,468350.0,391000
TRX0000102,2023-01-06,BR003,PD017,23.0,15500,0.0,356500.0,276000
TRX0000103,2023-01-06,BR008,PD025,5.0,34000,0.05,161500.0,140000
TRX0000104,2023-01-06,BR005,PD002,7.0,15000,0.05,99750.0,84000
TRX0000105,2023-01-06,BR002,PD007,6.0,3300,0.0,19800.0,16200
TRX0000106,2023-01-06,BR003,PD019,10.0,2500,0.0,25000.0,18000
TRX0000107,2023-01-06,BR004,PD019,28.0,2500,0.0,70000.0,50400
TRX0000108,2023-01-06,BR001,PD025,28.0,34000,0.0,952000.0,784000
TRX0000109,2023-01-06,BR002,PD001,40.0,22000,0.0,880000.0,740000
TRX0000110,2023-01-06,BR001,PD025,19.0,34000,0.0,646000.0,532000
TRX0000111,2023-01-07,BR001,PD015,43.0,1800,0.0,77400.0,51600
TRX0000112,2023-01-07,BR001,PD007,39.0,3300,0.0,128700.0,105300
TRX0000113,2023-01-07,BR008,PD009,257.0,2000,0.0,514000.0,385500
TRX0000114,2023-01-07,BR005,PD016,26.0,11000,0.0,286000.0,221000
TRX0000115,2023-01-07,BR005,PD003,82.0,6000,0.0,492000.0,369000
TRX0000116,2023-01-07, BR003 ,PD009,1.0,2000,0.0,2000.0,1500
TRX0000117,2023-01-07,BR007,PD003,269.0,6000,0.15,1371900.0,1210500
TRX0000118,2023-01-07,BR004,PD005,36.0,24000,0.1,777600.0,702000
TRX0000119,2023-01-07,BR002,PD021,45.0,3000,0.05,128250.0,99000
TRX0000120,2023-01-07,BR007,PD015,13.0,1800,0.0,23400.0,15600
TRX0000121,2023-01-07,BR001,PD022,2.0,45000,0.05,85500.0,76000
TRX0000122,2023-01-07,BR005,PD007,1.0,3300,0.0,3300.0,2700
TRX0000123,2023-01-07,BR002,PD021,4.0,3000,0.1,10800.0,8800
TRX0000124,2023-01-07,BR002,PD001,260.0,22000,0.0,5720000.0,4810000
TRX0000125,2023-01-07,BR003,PD014,13.0,3300,0.05,40755.0,35100
TRX0000126,2023-01-07,BR004,PD020,38.0,2200,0.0,83600.0,57000
TRX0000127,2023-01-07,BR002,PD017,26.0,15500,0.1,362700.0,312000
TRX0000128,2023-01-07,BR003,PD019,8.0,2500,0.15,17000.0,14400
TRX0000129,2023-01-07,BR002,PD006,14.0,3500,0.0,49000.0,39200
TRX0000130,2023-01-07,BR004,PD019,14.0,2500,0.0,35000.0,25200
TRX0000131,2023-01-07,BR002,PD015,25.0,1800,0.1,40500.0,30000
TRX0000132,2023-01-07,BR001,PD005,41.0,24000,0.0,984000.0,799500
TRX0000133,2023-01-07,BR006,PD004,12.0,28000,0.0,336000.0,264000
TRX0000134,2023-01-07,BR005,PD004,222.0,28000,0.05,5905200.0,4884000
TRX0000135,2023-01-08,BR001,PD006,29.0,3500,0.0,101500.0,81200
TRX0000136,2023-01-08,BR001,PD024,36.0,92000,0.0,3312000.0,2808000
TRX0000137,2023-01-08,BR001,PD016,22.0,11000,0.0,242000.0,187000
TRX0000138,2023-01-08,BR008,PD002,38.0,15000,0.1,513000.0,456000
TRX0000139,2023-01-08,BR005,PD020,43.0,2200,0.1,85140.0,64500
TRX0000140,2023-01-08,BR008,PD007,14.0,3300,0.05,43890.0,37800
TRX0000141,2023-01-08,BR005,PD015,42.0,1800,0.0,75600.0,50400
TRX0000142,2023-01-08,BR002,PD002,28.0,15000,0.1,378000.0,336000
TRX0000143,2023-01-08,BR001,PD012,35.0,18500,0.0,647500.0,525000
TRX0000144,2023-01-08,BR002,PD006,60.0,3500,0.0,210000.0,168000
TRX0000145,2023-01-08,BR008,PD020,31.0,2200,0.15,57970.0,46500
TRX0000146,2023-01-08,BR002,PD003,6.0,6000,0.0,36000.0,27000
TRX0000147,2023-01-08,BR007,PD001,21.0,22000,0.0,462000.0,388500
TRX0000148,2023-01-08,BR007,PD023,27.0,12000,0.05,307800.0,256500
TRX0000149,2023-01-08,BR005,PD024,1.0,92000,0.05,87400.0,78000
TRX0000150,2023-01-08,BR004,PD022,41.0,45000,0.1,1660500.0,1558000
TRX0000151,2023-01-08,BR001,PD025,43.0,34000,0.1,1315800.0,1204000
TRX0000152,2023-01-08,BR001,PD019,5.0,2500,0.1,11250.0,9000
TRX0000153,2023-01-08,BR006,PD012,27.0,18500,0.0,499500.0,405000
TRX0000154,2023-01-09,BR004,PD016,25.0,11000,0.0,275000.0,212500
TRX0000155,2023-01-09,BR003,PD007,9.0,3300,0.0,29700.0,24300
TRX0000156,2023-01-09,BR005,PD006,150.0,3500,0.1,472500.0,420000
TRX0000157,2023-01-09,BR001,PD006,23.0,3500,0.05,76475.0,64400
TRX0000158,2023-01-09,BR007,PD001,238.0,22000,0.05,4974200.0,4403000
TRX0000159,2023-01-09,BR002,PD008,28.0,11000,0.15,261800.0,238000
TRX0000160,2023-01-09,BR001,PD006,1.0,3500,0.0,3500.0,2800
TRX0000161,2023-01-09,BR005,PD003,362.0,6000,0.1,1954800.0,1629000
TRX0000162,2023-01-09,BR006,PD007,22.0,3300,0.05,68970.0,59400
TRX0000163,2023-01-09,BR008,PD023,11.0,12000,0.0,132000.0,104500
TRX0000164,2023-01-09,BR001,PD024,34.0,92000,0.15,2658800.0,2652000
TRX0000165,2023-01-09,BR007,PD025,2.0,34000,0.1,61200.0,56000
TRX0000166,2023-01-09,BR002,PD015,33.0,1800,0.0,59400.0,39600
TRX0000167,2023-01-09,BR002,PD020,5.0,2200,0.1,9900.0,7500
TRX0000168,2023-01-09,BR001,PD018,6.0,3500,0.1,18900.0,15000
TRX0000169,2023-01-09,BR004,PD004,22.0,28000,0.0,616000.0,484000
TRX0000170,2023-01-09,BR006,PD009,158.0,2000,0.0,316000.0,237000
TRX0000171,2023-01-09,BR002,PD009,311.0,2000,0.05,590900.0,466500
TRX0000172,2023-01-09,BR006,PD018,31.0,3500,0.05,103075.0,77500
TRX0000173,2023-01-09,BR006,PD016,28.0,11000,0.0,308000.0,238000
TRX0000174,2023-01-09,BR008,PD007,35.0,3300,0.05,109725.0,94500
TRX0000175,2023-01-09,BR008,PD001,37.0,22000,0.15,691900.0,684500
TRX0000176,2023-01-09,BR001,PD020,20.0,2200,0.1,39600.0,30000
TRX0000177,2023-01-09,BR005,PD022,309.0,45000,0.1,12514500.0,11742000
TRX0000178,2023-01-09,BR003,PD018,27.0,3500,0.1,85050.0,67500
TRX0000179,2023-01-09,BR001,PD016,123.0,11000,0.0,1353000.0,1045500
TRX0000180,2023-01-09,BR003,PD003,20.0,6000,0.0,120000.0,90000
TRX0000181,2023-01-10,BR005,PD023,41.0,12000,0.0,492000.0,389500
TRX0000182,2023-01-10,BR003,PD004,10.0,28000,0.1,252000.0,220000
TRX0000183,2023-01-10,BR002,PD005,33.0,24000,0.05,752400.0,643500
TRX0000184,2023-01-10,BR002,PD023,1.0,12000,0.05,11400.0,9500
TRX0000185,2023-01-10,BR004,PD017,370.0,15500,0.05,5448250.0,4440000
TRX0000186,2023-01-10,BR005,PD005,41.0,24000,0.0,984000.0,799500
TRX0000187,2023-01-10,BR002,PD025,31.0,34000,0.05,1001300.0,868000
TRX0000188,2023-01-10,BR002,PD009,41.0,2000,0.0,82000.0,61500
TRX0000189,2023-01-10,BR003,PD007,14.0,3300,0.0,46200.0,37800
TRX0000190,2023-01-10,BR005,PD006,41.0,3500,0.15,121975.0,114800
TRX0000191,2023-01-10,BR008,PD023,1.0,12000,0.0,12000.0,9500
TRX0000192,2023-01-10,BR002,PD021,1.0,3000,0.0,3000.0,2200
TRX0000193,2023-01-10,BR005,PD018,23.0,3500,0.0,80500.0,57500
TRX0000194,2023-01-10,BR007,PD016,19.0,11000,0.05,198550.0,161500
TRX0000195,2023-01-10,BR003,PD004,232.0,28000,0.0,6496000.0,5104000
TRX0000196,2023-01-10,BR002,PD004,28.0,28000,0.0,784000.0,616000
TRX0000197,2023-01-10,BR008,PD021,1.0,3000,0.05,2850.0,2200
TRX0000198,2023-01-10,BR002,PD022,16.0,45000,0.05,684000.0,608000
TRX0000199,2023-01-10,BR001,PD025,148.0,34000,0.15,4277200.0,4144000
TRX0000200,2023-01-10,BR003,PD021,1.0,3000,0.0,3000.0,2200
TRX0000201,2023-01-10,BR001,PD014,37.0,3300,0.15,103785.0,99900
TRX0000202,2023-01-10,BR002,PD009,22.0,2000,0.0,44000.0,33000
TRX0000203,2023-01-10,BR002,PD001,177.0,22000,0.1,3504600.0,3274500
TRX0000204,2023-01-10,BR005,PD016,5.0,11000,0.05,52250.0,42500
TRX0000205,2023-01-10,BR002,PD010,27.0,6500,0.0,175500.0,129600
TRX0000206,2023-01-11,BR004,PD003,198.0,6000,0.0,1188000.0,891000
TRX0000207,2023-01-11,BR003,PD025,14.0,34000,0.1,428400.0,392000
TRX0000208,2023-01-11,BR006,PD005,32.0,24000,0.0,768000.0,624000
TRX0000209,2023-01-11,BR005,PD024,20.0,92000,0.15,1564000.0,1560000
TRX0000210,2023-01-11,BR004,PD025,317.0,34000,0.0,10778000.0,8876000
TRX0000211,2023-01-11,BR003,PD023,28.0,12000,0.0,336000.0,266000
TRX0000212,2023-01-11,BR002,PD003,5.0,6000,0.05,28500.0,22500
TRX0000213,2023-01-11,BR002,PD016,377.0,11000,0.0,4147000.0,3204500
TRX0000214,2023-01-11,BR002,PD004,40.0,28000,0.0,1120000.0,880000
TRX0000215,2023-01-11,BR004,PD015,13.0,1800,0.0,23400.0,15600
TRX0000216,2023-01-11,BR001,PD023,28.0,12000,0.0,336000.0,266000
TRX0000217,2023-01-11,BR004,PD021,7.0,3000,0.0,21000.0,15400
TRX0000218,2023-01-11,BR003,PD020,5.0,2200,0.0,11000.0,7500
TRX0000219,2023-01-11,BR001,PD019,13.0,2500,0.15,27625.0,23400
TRX0000220,2023-01-11,BR004,PD009,24.0,2000,0.05,45600.0,36000
TRX0000221,2023-01-11,BR008,PD001,2.0,22000,0.15,37400.0,37000
TRX0000222,2023-01-11,BR004,PD025,17.0,34000,0.05,549100.0,476000
TRX0000223,2023-01-11,BR003,PD003,30.0,6000,0.05,171000.0,135000
TRX0000224,2023-01-11,BR001,PD015,16.0,1800,0.0,28800.0,19200
TRX0000225,2023-01-11,BR004,PD018,22.0,3500,0.1,69300.0,55000
TRX0000226,2023-01-11,BR004,PD015,2.0,1800,0.15,3060.0,2400
TRX0000227,2023-01-11,BR005,PD022,16.0,45000,0.0,720000.0,608000
TRX0000228,2023-01-11,BR007,PD010,17.0,6500,0.05,104975.0,81600
TRX0000229,2023-01-12,BR001,PD011,28.0,20000,0.0,560000.0,462000
TRX0000230,2023-01-12,BR005,PD012,34.0,18500,0.0,629000.0,510000
TRX0000231,2023-01-12,BR001,PD019,33.0,2500,0.1,74250.0,59400
TRX0000232,2023-01-12,BR008,PD014,15.0,3300,0.05,47025.0,40500
TRX0000233,2023-01-12,BR005,PD019,347.0,2500,0.15,737375.0,624600
TRX0000234,2023-01-12,BR002,PD007,1.0,3300,0.1,2970.0,2700
TRX0000235,2023-01-12,BR005,PD006,9.0,3500,0.1,28350.0,25200
TRX0000236,2023-01-12,BR006,PD014,23.0,3300,0.1,68310.0,62100
TRX0000237,2023-01-12,BR007,PD015,21.0,1800,0.0,37800.0,25200
TRX0000238,2023-01-12,BR005,PD018,19.0,3500,0.0,66500.0,47500
TRX0000239,2023-01-12,BR002,PD007,26.0,3300,0.0,85800.0,70200
TRX0000240,2023-01-12,BR003,PD004,25.0,28000,0.0,700000.0,550000
TRX0000241,2023-01-12,BR004,PD009,35.0,2000,0.0,70000.0,52500
TRX0000242,2023-01-12,BR006,PD019,29.0,2500,0.0,72500.0,52200
TRX0000243,2023-01-12,BR001,PD019,5.0,2500,0.0,12500.0,9000
TRX0000244,2023-01-12,BR005,PD013,13.0,14500,0.0,188500.0,149500
TRX0000245,2023-01-12,BR004,PD008,22.0,11000,0.15,205700.0,187000
TRX0000246,2023-01-12,BR004,PD017,40.0,15500,0.05,589000.0,480000
TRX0000247,2023-01-12,BR001,PD006,92.0,3500,0.0,322000.0,257600
TRX0000248,2023-01-12,BR002,PD003,41.0,6000,0.05,233700.0,184500
TRX0000249,2023-01-12,BR003,PD018,1.0,3500,0.15,2975.0,2500
TRX0000250,2023-01-12,BR001,PD022,1.0,45000,0.0,45000.0,38000
TRX0000251,2023-01-12,BR001,PD007,40.0,3300,0.05,125400.0,108000
TRX0000252,2023-01-12,BR003,PD003,10.0,6000,0.0,60000.0,45000
TRX0000253,2023-01-13,BR008,PD012,7.0,18500,0.0,129500.0,105000
TRX0000254,2023-01-13,BR007,PD006,34.0,3500,0.1,107100.0,95200
TRX0000255,2023-01-13,BR007,PD019,29.0,2500,0.0,72500.0,52200
TRX0000256,2023-01-13,BR005,PD014,16.0,3300,0.0,52800.0,43200
TRX0000257,2023-01-13,BR008,PD016,40.0,11000,0.0,440000.0,340000
TRX0000258,2023-01-13,BR002,PD015,13.0,1800,0.15,19890.0,15600
TRX0000259,2023-01-13,BR008,PD016,2.0,11000,0.1,19800.0,17000
TRX0000260,2023-01-13,BR004,PD024,17.0,92000,0.15,1329400.0,1326000
TRX0000261,2023-01-13,BR003,PD025,20.0,34000,0.05,646000.0,560000
TRX0000262,2023-01-13,BR004,PD007,28.0,3300,0.0,92400.0,75600
TRX0000263,2023-01-13,BR001,PD012,20.0,18500,0.0,370000.0,300000
TRX0000264,2023-01-13,BR001,PD022,140.0,45000,0.1,5670000.0,5320000
TRX0000265,2023-01-13,BR003,PD014,105.0,3300,0.15,294525.0,283500
TRX0000266,2023-01-13,BR004,PD021,41.0,3000,0.0,123000.0,90200
TRX0000267,2023-01-13,BR004,PD025,6.0,34000,0.0,204000.0,168000
TRX0000268,2023-01-13,BR001,PD016,30.0,11000,0.15,280500.0,255000
TRX0000269,2023-01-13,BR003,PD014,32.0,3300,0.0,105600.0,86400
TRX0000270,2023-01-13,BR003,PD019,34.0,2500,0.0,85000.0,61200
TRX0000271,2023-01-13,BR005,PD001,17.0,22000,0.15,317900.0,314500
TRX0000272,2023-01-13,BR002,PD022,257.0,45000,0.1,10408500.0,9766000
TRX0000273,2023-01-13,BR003,PD015,29.0,1800,0.0,52200.0,34800
TRX0000274,2023-01-13,BR005,PD016,40.0,11000,0.15,374000.0,340000
TRX0000275,2023-01-13,BR002,PD009,21.0,2000,0.0,42000.0,31500
TRX0000276,2023-01-14,BR007,PD019,44.0,2500,0.1,99000.0,79200
TRX0000277,2023-01-14,BR005,PD014,17.0,3300,0.0,56100.0,45900
TRX0000278,2023-01-14,BR002,PD025,1.0,34000,0.0,34000.0,28000
TRX0000279,2023-01-14,BR001,PD007,34.0,3300,0.1,100980.0,91800
TRX0000280,2023-01-14,BR007,PD022,15.0,45000,0.0,675000.0,570000
TRX0000281,2023-01-14,BR005,PD015,40.0,1800,0.0,72000.0,48000
TRX0000282,2023-01-14,BR006,PD021,35.0,3000,0.05,99750.0,77000
TRX0000283,2023-01-14,BR003,PD018,205.0,3500,0.1,645750.0,512500
TRX0000284,2023-01-14,BR006,PD012,3.0,18500,0.0,55500.0,45000
TRX0000285,2023-01-14,BR006,PD023,32.0,12000,0.15,326400.0,304000
TRX0000286,2023-01-14,BR008,PD012,13.0,18500,0.05,228475.0,195000
TRX0000287,2023-01-14,BR003,PD005,20.0,24000,0.1,432000.0,390000
TRX0000288,2023-01-14,BR002,PD016,345.0,11000,0.1,3415500.0,2932500
TRX0000289,2023-01-14,BR006,PD014,19.0,3300,0.0,62700.0,51300
TRX0000290,2023-01-14,BR002,PD023,7.0,12000,0.05,79800.0,66500
TRX0000291,2023-01-14,BR008,PD021,179.0,3000,0.0,537000.0,393800
TRX0000292,2023-01-14,BR003,PD009,2.0,2000,0.0,4000.0,3000
TRX0000293,2023-01-14,BR001,PD024,16.0,92000,0.15,1251200.0,1248000
TRX0000294,2023-01-14,BR001,PD001,173.0,22000,0.05,3615700.0,3200500
TRX0000295,2023-01-14,BR001,PD018,32.0,3500,0.0,112000.0,80000
TRX0000296,2023-01-14,BR001,PD006,46.0,3500,0.15,136850.0,128800
TRX0000297,2023-01-14,BR003,PD019,11.0,2500,0.0,27500.0,19800
TRX0000298,2023-01-14,BR003,PD020,21.0,2200,0.0,46200.0,31500
TRX0000299,2023-01-14,BR004,PD014,21.0,3300,0.1,62370.0,56700
TRX0000300,2023-01-15,BR001,PD011,26.0,20000,0.0,520000.0,429000
TRX0000301,2023-01-15,BR002,PD017,26.0,15500,0.0,403000.0,312000
TRX0000302,2023-01-15,BR004,PD014,268.0,3300,0.1,795960.0,723600
TRX0000303,2023-01-15,BR007,PD001,20.0,22000,0.0,440000.0,370000
TRX0000304,2023-01-15,BR001,PD020,29.0,2200,0.15,54230.0,43500
TRX0000305,2023-01-15,BR001,PD015,32.0,1800,0.0,57600.0,38400
TRX0000306,2023-01-15,BR004,PD021,27.0,3000,0.15,68850.0,59400
TRX0000307,2023-01-15,BR005,PD016,45.0,11000,0.0,495000.0,382500
TRX0000308,2023-01-15,BR008,PD001,32.0,22000,0.0,704000.0,592000
TRX0000309,2023-01-15,BR002,PD007,4.0,3300,0.1,11880.0,10800
TRX0000310,2023-01-15,BR001,PD016,46.0,11000,0.0,506000.0,391000
TRX0000311,2023-01-15,BR003,PD004,18.0,28000,0.05,478800.0,396000
TRX0000312,2023-01-15,BR007,PD009,51.0,2000,0.05,96900.0,76500
TRX0000313,2023-01-15,BR003,PD021,34.0,3000,0.0,102000.0,74800
TRX0000314,2023-01-15,BR001,PD015,47.0,1800,0.1,76140.0,56400
TRX0000315,2023-01-15,BR001,PD007,16.0,3300,0.05,50160.0,43200
TRX0000316,2023-01-15,BR003,PD018,43.0,3500,0.0,150500.0,107500
TRX0000317,2023-01-15,BR008,PD015,27.0,1800,0.15,41310.0,32400
TRX0000318,2023-01-15,BR008,PD002,29.0,15000,0.0,435000.0,348000
TRX0000319,2023-01-15,BR006,PD005,28.0,24000,0.1,604800.0,546000
TRX0000320,2023-01-16,BR003,PD004,34.0,28000,0.15,809200.0,748000
TRX0000321,2023-01-16,BR003,PD014,31.0,3300,0.15,86955.0,83700
TRX0000322,2023-01-16,BR003,PD012,20.0,18500,0.0,370000.0,300000
TRX0000323,2023-01-16,BR003,PD016,24.0,11000,0.0,264000.0,204000
TRX0000324,2023-01-16,BR002,PD014,298.0,3300,0.0,983400.0,804600
TRX0000325,2023-01-16,BR002,PD012,195.0,18500,0.0,3607500.0,2925000
TRX0000326,2023-01-16,BR008,PD006,26.0,3500,0.0,91000.0,72800
TRX0000327,2023-01-16,BR007,PD012,29.0,18500,0.15,456025.0,435000
TRX0000328,2023-01-16,BR008,PD017,28.0,15500,0.1,390600.0,336000
TRX0000329,2023-01-16,BR007,PD022,17.0,45000,0.15,650250.0,646000
TRX0000330,2023-01-16,BR006,PD014,27.0,3300,0.0,89100.0,72900
TRX0000331,2023-01-16,BR002,PD013,19.0,14500,0.1,247950.0,218500
TRX0000332,2023-01-16,BR006,PD014,28.0,3300,0.0,92400.0,75600
TRX0000333,2023-01-16,BR003,PD018,2.0,3500,0.05,6650.0,5000
TRX0000334,2023-01-16,BR007,PD001,150.0,22000,0.15,2805000.0,2775000
TRX0000335,2023-01-16,BR004,PD014,15.0,3300,0.1,44550.0,40500
TRX0000336,2023-01-16,BR002,PD025,21.0,34000,0.0,714000.0,588000
TRX0000337,2023-01-16,BR004,PD007,35.0,3300,0.15,98175.0,94500
